JD,RV,RV_err,NP
2414019.5235801376,18.599999999999998,1.0,3
2414386.4707404133,18.15,1.0,2
2415487.31222124,24.8,1.0,1
2415854.2593815154,19.8,1.0,1
2416221.206541791,20.3,1.0,2
2416588.1537020667,19.139999999999997,1.0,5
2416955.1008623424,23.481666666666666,2.6783105163931658,6
2417322.048022618,25.433333333333334,2.057506581601462,3
2417688.9951828937,24.700000000000003,1.0,2
2418055.942343169,20.801515151515154,1.0,33
2418422.8895034445,18.386666666666663,1.0,15
2418789.83666372,20.099999999999998,1.7339742404853271,18
2419156.783823996,23.067777777777778,1.2611659312607677,18
2419523.7309842715,23.089473684210525,2.33934195354661,19
2419890.678144547,23.116666666666664,1.9901144579032515,3
2421358.4667856493,23.666666666666668,1.0,3
2421725.413945925,21.6,1.0,2
2422092.3611062006,21.0,1.0,1
2422459.3082664763,19.0,1.0,1
2422826.255426752,21.175,1.4926905238528183,10
2423193.2025870276,21.925,3.14950392919266,8
2423560.1497473028,24.1,1.0965856099730662,8
2423927.0969075784,21.828571428571426,1.019403587137788,7
2424294.044067854,17.821428571428573,1.1740823598688055,7
2424660.9912281297,20.30384615384616,2.3294487246871833,13
2425027.9383884054,19.535714285714285,2.573590361137292,7
2425394.885548681,24.29,1.6145897311701198,10
2425761.8327089567,23.200000000000003,1.770122406313567,9
2426128.7798692323,20.490000000000002,1.800111107681968,5
2426495.7270295075,18.6,1.0,1
2428697.4099911614,21.766666666666666,1.2552113589175156,3
2429064.3571514366,19.174999999999997,2.4437420076595657,4
2429431.3043117123,23.1,1.0,1
2429798.251471988,21.23333333333333,0.886942313043338,3
2430165.1986322636,20.0,1.0,1
2430899.092952815,18.566666666666666,1.0370899457402694,3
2431266.0401130905,14.850000000000001,1.0,2
2431632.987273366,17.979999999999997,1.0721940122944176,5
2431999.9344336414,20.5,1.0,1
2434568.5645555705,23.7,0.6,1
2436770.2475172244,20.0,0.6,2
2437137.1946775,16.950000000000003,1.0828203913853856,4
2437504.1418377752,17.3,0.6,1
2438604.983318602,23.9,0.6,1
2440806.6662802557,22.9,1.4000000000000004,2
2441173.6134405313,21.8,1.0,2
2441540.560600807,23.375,1.625,2
2442274.4549213583,22.916666666666668,0.3894440481849308,6
2442641.402081634,21.052678571428572,0.5756983337031395,7
2443008.349241909,19.760416666666668,1.543073682261767,3
2443375.2964021848,16.765625,0.751544633363514,4
2443742.2435624604,16.659375,1.2741188744579532,5
2444109.190722736,22.125,0.6,1
2444476.1378830117,21.171875,0.765625,2
2445943.926524114,23.758999999999997,2.3727766435128284,10
2446310.8736843895,22.464285714285715,1.3276853163757316,21
2446677.820844665,21.89653846153846,1.1017326993551577,26
2447044.768004941,24.585000000000004,0.6122528655944136,14
2447411.7151652165,25.244374999999998,1.9299577998948576,16
2447778.662325492,26.929375,1.7299185990603718,16
2448145.609485768,26.74769230769231,1.2217651407580745,13
2448512.556646043,25.7204347826087,1.4506115000259583,23
2448879.5038063186,23.63533333333333,0.8620971845189822,15
2449246.4509665943,26.925454545454542,1.778785917091479,22
2449613.39812687,26.2753125,0.9948648915022329,32
2449980.3452871456,21.41,0.1,1
2450347.2924474212,20.164666666666665,1.1348002271569892,15
2450714.2396076964,23.297777777777778,1.54559429618353,18
2451081.186767972,22.83,1.3784139436323182,16
2451448.1339282477,20.533749999999998,0.6312277223791746,8
2451815.0810885234,21.146666666666665,0.7990549974118734,6
2452182.028248799,20.458571428571425,1.156860635777813,7
2452548.9754090747,19.215851833976835,1.0287886465074947,37
2452915.9225693503,22.56857780612245,1.16274324944945,14
2453282.869729626,20.908303571428572,1.6600552359724632,8
2453649.8168899016,18.042410714285715,2.2178392155503883,6
2454016.764050177,20.072265625,2.782945073966213,8
2454383.7112104525,17.456473214285715,0.5,2
2454750.658370728,24.0849866,1.0154498986275955,65
2455117.605531004,23.279820966666662,0.5814726407172269,60
2455484.5526912794,21.090035142857143,1.1498225225354721,14
2455851.499851555,18.771138405405406,1.6479731121936958,74
2456218.4470118303,17.40351692792793,1.8352239861222708,111
2456585.394172106,18.88480725274725,1.2462889657430984,91
2456952.3413323816,21.951916867507883,0.5255029849660801,317
2457319.2884926572,22.85075786666667,0.5120822843302777,45
2457686.235652933,20.92983731578947,0.6189086223008946,57
2458053.1828132086,20.267782086538464,0.6111015768539679,208
2458420.129973484,19.907766141592923,1.9131546108320008,339
2458787.07713376,18.47879344893617,3.056048514282586,940
2459154.0242940355,22.783773155373833,1.1620315805001356,856
2459520.9714543107,22.99733894155019,1.118948744928463,787
2459887.9186145863,21.24438714507772,1.274815611548666,772
2460254.865774862,17.948834627118643,1.081951241644202,944
